270 0.1 10.0227
270 0.11 9.97261
270 0.12 10.0194
270 0.13 9.98495
270 0.14 10.0003
270 0.15 10.0074
270 0.16 9.97888
270 0.17 10.0236
270 0.18 9.9711
270 0.19 10.0213
270 0.2 9.98317
270 0.21 10.0015
270 0.22 10.0069
270 0.23 9.97828
270 0.24 10.0252
270 0.25 9.96874
270 0.26 10.0239
270 0.27 9.98079
270 0.28 10.0031
270 0.29 10.0067
270 0.3 9.97707
270 0.31 10.0278
270 0.32 9.9652
270 0.33 10.0278
270 0.34 9.97751
270 0.35 10.0051
270 0.36 10.0066
270 0.37 9.97499
270 0.38 10.0318
270 0.39 9.95987
270 0.4 10.0334
270 0.41 9.9728
270 0.42 10.0077
270 0.43 10.0069
270 0.44 9.97149
270 0.45 10.0382
270 0.46 9.95154
270 0.47 10.0421
270 0.48 9.96567
270 0.49 10.0115
270 0.5 10.0078
270 0.51 9.96532
270 0.52 10.0492
270 0.53 9.93754
270 0.54 10.0566
270 0.55 9.95396
270 0.56 10.0173
270 0.57 10.0106
270 0.58 9.95299
270 0.59 10.0703
270 0.6 9.91065
270 0.61 10.0842
270 0.62 9.93234
270 0.63 10.0261
270 0.64 10.0207
270 0.65 9.92085
270 0.66 10.1234
270 0.67 9.84413
270 0.68 10.1505
270 0.69 9.88703
270 0.7 10.0255
270 0.71 10.0935
270 0.72 9.75962
270 0.73 10.3633
270 0.74 9.60177
270 0.75 10.2085
270 0.76 10.2433
270 0.77 9.39164
270 0.78 10.5111
270 0.79 9.79795
270 0.8 9.93034
270 0.81 10.2195
270 0.82 9.72543
270 0.83 10.2457
270 0.84 9.82194
270 0.85 10.0809
270 0.86 10.0074
270 0.87 9.91313
270 0.88 10.1305
270 0.89 9.84964
270 0.9 10.1316
270 0.91 9.90293
270 0.92 10.04
270 0.93 10.0122
270 0.94 9.9348
270 0.95 10.0943
270 0.96 9.88894
270 0.97 10.098
270 0.98 9.92548
270 0.99 10.0304
270 1 10.0101
270 1.01 9.9454
270 1.02 10.0795
270 1.03 9.90395
270 1.04 10.086
270 1.05 9.93267
270 1.06 10.0282
270 1.07 10.0082
270 1.08 9.94956
270 1.09 10.075
270 1.1 9.9072
270 1.11 10.0848
270 1.12 9.93207
270 1.13 10.0297
270 1.14 10.0072
270 1.15 9.94856
270 1.16 10.0788
270 1.17 9.9006
270 1.18 10.093
