270 1.19 9.92424
270 1.2 10.0344
270 1.21 10.0081
270 1.22 9.94034
270 1.23 10.0945
270 1.24 9.87925
270 1.25 10.116
270 1.26 9.90505
270 1.27 10.0433
270 1.28 10.0151
270 1.29 9.91368
270 1.3 10.1401
270 1.31 9.82015
270 1.32 10.1765
270 1.33 9.86055
270 1.34 10.0497
270 1.35 10.0683
270 1.36 9.78495
270 1.37 10.3402
270 1.38 9.59152
270 1.39 10.3155
270 1.4 10.0143
270 1.41 9.488
270 1.42 10.6811
270 1.43 9.61432
270 1.44 10.0095
270 1.45 10.2183
270 1.46 9.69439
270 1.47 10.2837
270 1.48 9.79094
270 1.49 10.1028
270 1.5 9.99529
270 1.51 9.91908
270 1.52 10.1293
270 1.53 9.84904
270 1.54 10.1339
270 1.55 9.90023
270 1.56 10.044
270 1.57 10.0077
270 1.58 9.9405
270 1.59 10.0887
270 1.6 9.89463
270 1.61 10.0938
270 1.62 9.92819
270 1.63 10.0301
270 1.64 10.0085
270 1.65 9.94873
270 1.66 10.0757
270 1.67 9.90792
270 1.68 10.0829
270 1.69 9.93544
270 1.7 10.0257
270 1.71 10.0118
270 1.72 9.94424
270 1.73 10.0829
270 1.74 9.89808
270 1.75 10.093
270 1.76 9.9296
270 1.77 10.0207
270 1.78 10.0341
270 1.79 9.90001
270 1.8 10.1466
270 1.81 9.82958
270 1.82 10.1286
270 1.83 9.98935
270 1.84 9.82156
270 1.85 10.2644
270 1.86 9.83626
270 1.87 10.0091
270 1.88 10.0763
270 1.89 9.89275
270 1.9 10.0923
270 1.91 9.93341
270 1.92 10.0285
270 1.93 9.99845
270 1.94 9.97539
270 1.95 10.0331
270 1.96 9.96051
270 1.97 10.0305
270 1.98 9.97607
270 1.99 10.0077
270 2 10.0005
270 2.01 9.98644
270 2.02 10.0153
270 2.03 9.97954
270 2.04 10.0144
270 2.05 9.98682
270 2.06 10.003
270 2.07 9.99946
270 2.08 9.99157
270 2.09 10.0079
270 2.1 9.98734
270 2.11 10.0077
270 2.12 9.99126
270 2.13 10.0012
270 2.14 9.99878
270 2.15 9.99417
270 2.16 10.0041
270 2.17 9.99128
270 2.18 10.0043
270 2.19 9.99354
270 2.2 10.0003
270 2.21 9.99837
270 2.22 9.99562
270 2.23 10.0021
270 2.24 9.99351
270 2.25 10.0024
270 2.26 9.99488
270 2.27 9.99974
270 2.28 9.99815
270 2.29 9.99648
270 2.3 10.0008
270 2.31 9.99489
270 2.32 10.0011
270 2.33 9.99573
270 2.34 9.99936
270 2.35 9.99802
270 2.36 9.99702
270 2.37 9.99998
270 2.38 9.99578
270 2.39 10.0003
270 2.4 9.9963
270 2.41 9.9991
270 2.42 9.99795
270 2.43 9.99737
270 2.44 9.99944
270 2.45 9.99638
270 2.46 9.99977
270 2.47 9.9967
270 2.48 9.99891
270 2.49 9.99791
270 2.5 9.9976
270 2.51 9.99907
270 2.52 9.9968
270 2.53 9.99938
270 2.54 9.99699
270 2.55 9.99876
270 2.56 9.9979
270 2.57 9.99775
270 2.58 9.99881
270 2.59 9.9971
270 2.6 9.99909
270 2.61 9.99721
270 2.62 9.99864
270 2.63 9.99789
270 2.64 9.99786
270 2.65 9.99862
270 2.66 9.99733
270 2.67 9.99888
270 2.68 9.99737
270 2.69 9.99855
270 2.7 9.9979
270 2.71 9.99794
270 2.72 9.99848
270 2.73 9.99749
270 2.74 9.99871
270 2.75 9.9975
270 2.76 9.99848
270 2.77 9.99791
270 2.78 9.99799
270 2.79 9.99838
270 2.8 9.99761
270 2.81 9.99859
270 2.82 9.9976
270 2.83 9.99842
270 2.84 9.99792
270 2.85 9.99802
270 2.86 9.9983
270 2.87 9.99771
270 2.88 9.99849
270 2.89 9.99768
270 2.9 9.99837
270 2.91 9.99793
270 2.92 9.99805
270 2.93 9.99825
270 2.94 9.99778
270 2.95 9.99841
270 2.96 9.99774
270 2.97 9.99832
270 2.98 9.99794
270 2.99 9.99807
270 3 9.9982
